did,director_name,movie_credits,popularity
124337,David Ostry,4,0.12
85488,Tim Skousen,11,0.000801
441784,Clayton Jacobson,5,0.8
89849,Chris Graham,2,0.000122
34481,Matt Williams,9,0.161018
87160,Jay Lee,13,0.24
978850,Joseph Greco,2,3.7e-05
566964,Pete Chatmon,2,0.326928
176785,Rick Zahn,1,0.053935
89250,John Penney,15,0.106679
551463,Mike Flanagan,42,4.5e-05
100750,James Eaves,14,0
150863,Nick Francis,2,0.051012
150865,Marc Francis,4,0.000172
574002,George Veras,3,0
66548,Paul Weiland,8,0
71498,Stephen Deutsch,6,0.00324
115611,Adam Yauch,11,0.000469
1620133,Cartney Wearn,2,2.1e-05
132146,Robert Mann,3,3e-06
87288,Jonny Gillette,2,1e-06
87289,Kevin Wheatley,1,0.000972
1191827,Sean McNally,1,0
1191828,Francisco Ruiz Velasco,2,7.2e-05
108749,Simon Ardizzone,2,0.074592
108750,Russell Michaels,1,0.01728
1032847,Walbercy Ribas,4,0.001264
51575,Leslie Greif,15,0.00024
1410839,Jon Fauer,2,0
81874,Julie Gavras,5,1e-06
1156389,Preaw Sirisuwan,1,0
236583,Darin Ferriola,7,9e-06
1117714,Lancelot Narayan,4,1e-06
68359,Christian I. Nyby II,24,0.004536
100369,John Eyres,15,4.1e-05
133259,Arthur Hiller,36,0.380451
133288,Jeff Mahler,2,0.4
7847,Jim Wilson,19,3.1e-05
1198296,Andy Kelleher,4,8e-06
938248,Adrian Rudomin,3,1e-06
570787,Benjamin Louis,1,0.52
61962,D. B. Sweeney,1,1.277119
1073991,Greg Swinson,1,4e-06
1073992,Ryan Thiessen,1,0.00324
91397,Joe Eckardt,6,7.2e-05
118680,Lee Cheol-ha,5,0.001905
115698,Sarah Kelly,3,6e-06
120882,Bennett Davlin,4,0.000116
80762,Naoyuki Tomomatsu,35,1.3e-05
222169,J.G. Quintel,7,0
64625,Nick Stillwell,1,0
116330,Patrick Creadon,7,4.1e-05
1515840,Patrick O'Brien,3,0
1064915,Andrés Navia,1,0.001361
935853,John Roecker,3,1.1e-05
62335,Seong-jung Kim,2,8.8e-05
107168,Stephen Kijak,12,0.009072
1470966,Ari Ryan,1,0.000241
97141,Taggart Siegel,6,0.00635
153841,Kate Robbins,1,6e-06
61463,Frank Sudol,3,4e-06
146006,Mark Hammond,3,0
144232,Gregg Bishop,10,0
1741919,John Carter,3,1e-06
552978,Robert Krause,4,0
1267491,Jasmine Dellal,2,7.2e-05
439915,Michelle Danner,3,9.4e-05
588168,Mikey Hilb,2,0.000223
114844,Maurice Jamal,5,2e-06
1023559,Lee Dupont,3,0
1345112,Perry Joseph,1,0.002667
628334,Pankaj Parashar,10,5e-06
29287,Timothy Bond,28,0.019656
169046,Ash Christian,15,6.5e-05
557899,Patricia Foulkrod,2,0
1158484,Eric Walter,7,0
1144739,J.W. McHausen,5,0.00104
1294859,Steven M. Smith,29,3e-06
88825,Matthew Galkin,4,2.2e-05
1024254,Bob Waldman,3,3.1e-05
145612,Guy Moshe,6,0
688807,H.M. Coakley,9,7e-06
1418,Albert Maysles,69,3e-06
139002,David Maysles,26,6e-06
143079,Christian E. Christiansen,11,4.6e-05
240928,Lane Nishikawa,3,3e-06
1486013,Warren Amerman,2,0.021168
110187,Kompin Kemgumnird,3,0
105294,George Mendeluk,31,2.1e-05
1046887,Henry Singer,4,0
1039544,Nnegest Likké,3,0.002667
75675,Ana Kokkinos,6,0.088914
142200,Alan Berliner,15,0
141197,Michael Bafaro,12,0.021168
163522,Ron Wolotzky,1,1.1e-05
568092,Christopher Folino,3,0.001143
436423,Randy Olson,2,0.036
81373,Jason Wiles,3,0.552141
413935,Luc Campeau,1,0.0108
1779329,Doug Bollinger,1,0
1788799,Bx Giongrete,1,0.036
90178,Deborah Scranton,5,0.003048
100734,Johannes Roberts,22,0.000119
1067065,Cameron Hood,4,0.00324
1067066,Kyle Jefferson,4,3e-05
130326,Penelope Buitenhuis,20,0.072
1058271,Michael Valverde,4,0.12
45052,Anton Corbijn,19,0.003899
1460911,Ritchie Smyth,1,6.7e-05
1453770,Stephane Sednaoui,2,8.8e-05
234495,Giacomo Battiato,18,0.2352
81782,Élie Chouraqui,20,0
1113729,Paul Moore,3,0.4
1005159,Amy Talkington,5,0.0504
1345880,Jaime Mengual,3,0.000408
35561,Brad Keller,10,0.005897
19924,Roland Willaert,5,0.0504
1109408,Fintan Connolly,4,0.01512
1112585,Gerald Nott,3,0.000238
1572428,Anastaysia POPOVA,1,0.0108
1572430,Julia Perkul,1,0.4
238822,Timothy A. Chey,16,0.4
1856379,Billy Savage,3,0.12
143430,Ham Tran,9,0.005715
141511,Kern Konwiser,4,1.1e-05
92436,Keoni Waxman,42,0.004754
1328280,Ngozi Onwurah,11,0.56
232938,Coke Daniels,4,2e-06
470009,Nick Gaitatjis,5,0.000101
587100,Hank Lena,6,0
171744,Fay Ann Lee,2,1e-06
1000953,Wes Llewellyn,7,1e-06
4339,Paul Crowder,7,0
150347,John Dower,8,1.4e-05
553402,George Augusto,1,0.00324
553403,Savina Dellicour,3,0.4
136433,Jaime Vallés,5,1e-06
136435,Tony Vallés,5,1.68
1260835,Emily Squires,4,0
587,Edward James Olmos,5,4.584135
1203420,Steven Frailey,2,0.01512
1128553,Fiona MacKenzie,2,0.00381
1397047,Victor DiNapoli,4,0.07056
226699,Ken Diego,11,0.010247
1131810,John Cross,1,3.5e-05
83030,Lee Han,8,0.06552
234749,Carlos Bolado,22,0.001294
1314171,Jeff Buckland,1,0.000658
991853,David Rodriguez,6,0.137309
114468,Kevin James Dobson,11,8.1e-05
160,Eytan Fox,11,4.1e-05
1496290,David Ottenhouse,3,0
135560,Richard Halpern,11,0
134011,Steve Franke,8,0
66987,Fritz Kiersch,13,0.036
43120,Andy Dick,3,1.033794
1182448,Al Randall,2,0.00648
103539,Mark McNabb,5,3.7e-05
930705,Lauren Greenfield,6,7.3e-05
1283767,Nathan Hill,14,0.000384
223266,Thomas Lucas,7,4.5e-05
45919,Byron Vaughns,3,1e-05
98680,Jeff Leroy,38,7e-06
991868,Ari Sandel,5,0.8
21825,Nick Lyon,25,0.218732
227942,Su Rynard,4,0
116531,Travis Betz,11,0.002722
1329730,Brooke Burgess,6,0
18084,Craig DiBona,9,8.5e-05
1537054,Bryce Olson,2,0.000241
1687926,David H. Brooks,1,0
1094526,Piotr Uzarowicz,2,2e-06
104356,Dave Campfield,11,0.036
107131,Peter Spirer,12,0.015012
1063171,Adrian O'Connell,1,0
92529,Troy Schmidt,5,5e-05
935829,Aaron Robson,1,0.00324
93230,Amir Valinia,10,0.000323
78013,Dallas Jenkins,6,1e-06
97705,Stuart Paul,6,0.12448
1477505,Jason Russell,2,0
548113,Jim Ether,4,0
109829,Nick Rosen,15,1.1e-05
68094,Peter Mortimer,23,0.460992
100022,Len Kabasinski,22,0
1487995,Mathew Kister,6,3e-06
1038664,Aaron Yonda,4,0
225731,Todd Wade,1,0.000197
1402660,Junior Bonner,3,0
65767,Linda Hawkins,2,0.4
1033793,Linda Goldstein Knowlton,7,0
1093969,Jose Zambrano Cassella,11,0.00024
82939,Toby Wilkins,10,0.091708
235124,Chris Bradley,3,0
117383,Kyle LaBrache,2,0.041489
80698,Rob LaDuca,3,1.8e-05
1416832,Sherie Pollack,5,2.2e-05
95329,Kevin Connor,49,1.183657
1342817,Donna Musil,1,0.003734
1817514,Damian Skinner,1,0.00324
928573,Sean Michael Beyer,5,0.000101
1087220,John Rhee,10,0
87670,Keith Truesdell,25,1e-06
1302103,Richard Drutman,2,3e-06
104367,Brett Kelly,42,3e-06
223507,Christian Davies,1,1e-06
227397,Paul A. Kaufman,22,0.001905
1047588,Andre Clavel,3,0.12
1047586,Eric Gutierrez,2,0.5704
1168889,Marty Sader,2,0.000437
154090,Terri McCoy,2,4.2e-05
144960,Leslie Iwerks,20,0.002038
1864799,Bill Lichtenstein,1,0
1282595,Hervé P. Gustave,3,3e-06
234358,Leslie Woodhead,13,0.01404
1219747,Patrick Higgins,1,0
151096,David O'Malley,12,1e-06
108711,Sarah Schenck,1,0.000572
113689,Brian Large,111,0.001264
1658552,Marta Domingo,3,0.197568
1866432,William C. Laufer,3,0.000292
1343188,Charles A. Christman III,26,8e-06
74330,Brendan Canty,7,2.1e-05
74331,Christoph Green,2,0.000408
130274,Murray Robinson,1,0
86967,Kevin Lewis,7,0.077449
1074558,M.D. Selig,2,0
222535,Schumacker Halpern Overdrive,1,0
1136502,Kat Candler,13,1e-06
129561,Josh Safdie,54,8e-05
219052,Nick McKinney,3,0.01404
113682,Christopher Hutson,7,0.004212
142403,Jon Alpert,23,0.003701
963501,Matthew O'Neill,11,3e-06
1210245,Pritesh Chheda,4,0.036
548320,Damon Vignale,5,0
1189459,Michael Donner,9,3.5e-05
1266081,Marco Goldhofer,1,0.4
1110380,Peter Rosen,7,0.024893
1335653,John Porter,1,0
978417,Eddie Kramer,1,0
1567004,Lou Garcia,1,0.004212
1567005,Annette Martinez,1,0.004212
1475902,Mathieu Verboud,2,0.000102
1168725,Jean-Robert Viallet,4,2.8e-05
1293424,Brendan Walls,4,8e-06
1107488,Darla Enlow,4,1.1e-05
209970,Muffie Meyer,5,3e-06
1459617,Jeff Howard,2,0.036
121700,Peter Roberts,1,0.000172
188162,Russ Parr,14,0
1081400,Charles E. Cullen,10,0.036
1053471,Michael B. Borofsky,6,0.000172
122904,Greg Barker,16,4e-06
1239738,William Cran,2,1e-06
207749,Gail Harvey,9,3.2e-05
1548863,Hugo De Ana,4,0
1951266,Loreena Kaufmann,1,0.036
453899,Rob McKinnon,1,1e-05
4160,Helen Shaver,4,3.272457
81587,Russell Calabrese,3,0.64
1450990,Jay Floyd,2,0.00635
74971,Jem Cohen,43,0.058085
1144641,John Bacchus,10,0.4
140244,Manny Rodriguez,35,3e-06
1275470,Erica Hinton,1,2e-06
1275471,Matt Hinton,2,0.100195
1881872,Matthew Buzzell,2,1e-06
87795,Craig McMahon,14,0.000408
1099399,Phelim McAleer,7,0
1099402,Ann McElhinney,6,0.000914
117350,Dale Resteghini,4,0.008891
454177,Matt Riddlehoover,15,0
1156286,Greg Kiefer,5,0.001905
1744598,John Dowling Jr.,2,3e-06
1744599,Karl Fink,1,2e-05
1150141,Patrick Horne,1,0
1999371,Daniel Heisel,4,8e-06
1311804,Tom Shepard,2,0.000972
1311805,Joel Engardio,2,0
1643160,Laurie Richards,3,0
1065704,Bobby Mardis,1,0
605813,Patrick G. Donahue,6,0
110432,Joe Whiteaker,3,0.578439
1027684,Tina Gazzerro,1,0
1179695,Nick Begich,3,0.00324
1179873,Brad Swenson,2,0
1768206,Bill McCullough,1,0
1749626,O.Funmilayo Makarah,7,0.12
1586410,Joel Kelly,2,0
94724,Mike McEntire,22,0.0432
229006,David Palmieri,14,0.06552
1291008,Jason Muir,1,0
1291009,Lowen Taylore,1,3e-06
1666209,Chad Wilson,1,0
28117,Sebastian Vigg,11,0.000101
931601,Jonte Halldén,1,0
239041,Matthew Lessner,8,1e-06
1299729,Yelena Zmushko,1,0
570192,Ted Fukuda,1,1.6e-05
1265681,Eduardo Quiroz,9,4.3e-05
1265682,Jose Quiroz,8,4.8e-05
1363625,Mike Streeter,9,0
440020,Eric Leiser,6,0.00324
1863690,Paul Burrows,1,0
1493795,Bernardo Villela,2,0
84453,Bill Daniel,5,2.3e-05
1139236,Steve Cole,1,0.0468
1468179,Doug Smart,1,0
1262357,Chris Penney,3,0.00324
1098087,Erik Truffaz,1,4.8e-05
1646013,Guy Gilray,1,8e-06
1670829,Steve Farrell,3,0
1354116,Michael Moody,2,0.036
1771665,Maurice Martinez,1,0.4
11343,David Yates,17,1.671925
84335,Joe Lynch,12,0.362782
197,David Silverman,7,0.004694
12098,Chris Miller,7,2.415489
12099,Raman Hui,11,8e-06
2228,Sean Penn,15,5.744659
90591,Oren Peli,23,0.562797
54526,Paco Plaza,17,8e-05
37618,Andrew Dominik,14,0.030575
54733,Greg Mottola,11,0.00019
880,Ben Affleck,21,11.144512
6037,Colin Strause,21,0.00019
6038,Greg Strause,15,0.174161
64211,Franck Khalfoun,10,1.2
65190,Philip G. Atwell,6,0.0003
36697,Gábor Csupó,11,0.861903
16842,Stephen J. Anderson,2,0.557832
44113,Steve Hickner,6,0.022197
2042,Stephen Hopkins,16,1.317149
18184,Xavier Gens,10,0.129208
78012,François Girard,14,0.004801
76462,Richard Schenkman,18,0.00012
16863,Todd Haynes,29,0.036015
19499,Kevin Munroe,10,0.00079
74569,Joby Harold,10,0.014645
12905,Ash Brannon,10,0.015437
15774,Chris Buck,16,2.167984
11012,Michael Dougherty,18,1.557193
51894,Juan Antonio Bayona,8,1.544498
16356,Steve Bendelack,7,0.004788
1300,John August,16,0.923322
16919,Olivier Dahan,18,0.059749
7482,Julian Schnabel,14,0.000153
26971,Andrew Waller,3,2e-06
19852,Robin Swicord,12,0.005762
80006,Jon Knautz,14,4e-06
20561,James Gray,21,0.006163
9994,Helen Hunt,6,5.128358
118303,Nacho Vigalondo,43,0.451605
13079,Gavin Hood,14,0.323583
14409,David Schwimmer,4,3.56468
60949,Rob Schneider,9,5.586932
50767,Craig Gillespie,6,2e-06
67589,Alastair Fothergill,12,0.084363
67590,Mark Linfield,2,6e-06
52763,Aamir Khan,9,3.762268
74091,Makoto Shinkai,46,1.115095
58656,Doug Lefler,6,0.098823
20382,Jeff Betancourt,21,0.098078
77923,Kazuya Tsurumaki,18,3.1e-05
77926,Masayuki,7,1.8e-05
77921,Hideaki Anno,49,0.006609
78135,Gregory Wilson,5,9e-06
20709,Vincent Paronnaud,10,0.095631
20659,Marjane Satrapi,8,0.070056
62854,Akiva Schaffer,12,0.056311
75043,Peter Flinth,11,0.089289
130938,Sergei Bodrov,37,0.342457
47724,Tom Shankland,7,0.12
77211,Félix Enríquez Alcalá,6,0.203375
4135,Robert Redford,31,4.139481
41671,Nimród Antal,8,0.080979
56512,Tarsem Singh,8,1.489771
141962,David Bruckner,11,0.036
141963,Dan Bush,9,0
141964,Jacob Gentry,9,0.000923
80949,Aristomenis Tsirbas,5,3.7e-05
19242,Tony Gilroy,24,1.495857
56739,Peter Chan,37,0.778484
76812,Raymond Yip Wai-Man,21,8e-06
1098,Mark Helfrich,29,6.9e-05
29078,Rod Hardy,12,0.012869
61087,Mennan Yapo,3,1e-06
60922,Josh Gordon,4,4e-06
60923,Will Speck,4,0.000162
51535,David Ross,3,7.2e-05
74872,Jieho Lee,4,0.000816
66496,Adrienne Shelly,7,0.040034
73399,Dario Piana,4,0.12
74863,Lauren Montgomery,16,0.942364
34934,Bruce Timm,36,0.379317
8965,Roland Joffé,20,0.030705
64331,Shim Hyung-Rae,14,0.16338
49281,Chris Sivertson,19,0
84829,Will Geiger,6,0.4
18250,Jon Avnet,32,0.126813
2223,Fred Savage,1,0.658463
56778,Stuart Townsend,2,0.461735
59413,Ben Garant,20,0.62867
2199,Scott Frank,21,1.831817
23539,Zach Helm,2,0.059613
46802,George Ratliff,5,4.2e-05
3028,Bruce A. Evans,11,0.003291
13663,Robert Shaye,25,0.226051
54827,Dave Meyers,4,7e-06
89576,Jeffrey Blitz,10,0.12
1724,Roger Spottiswoode,33,2.245029
62658,Harvey Glazer,7,0.000174
1146,Julie Delpy,19,3.162917
179236,Patrick Archibald,3,0.011557
105643,Jay Oliva,40,0.707556
65377,Bernie Goldmann,13,0
74342,Melisa Wallack,4,0.00312
19224,Gregg Araki,37,0.013269
107045,Masahiro Andô,3,4e-06
131770,Jed Weintrob,3,0.000224
21677,Barnaby Thompson,16,3e-06
83985,Scott Wiper,7,0.008413
81044,Alexandre Bustillo,9,0.00168
81045,Julien Maury,10,0.005503
13922,Seth Green,9,3.492481
66983,Tom Kalin,13,0.000371
57055,Mitchell Lichtenstein,8,0.4
77147,John Erick Dowdle,11,0.160859
63052,Julian Gilbey,13,0.000173
53216,Dwayne Carey-Hill,2,2e-06
1011,Susanne Bier,21,9.5e-05
206419,Scooter Tidwell,2,0
1579358,Sebastian Montes,1,0.002195
30368,Jon Kasdan,5,0.015809
55934,Taika Waititi,35,2.703728
71600,Seth Gordon,20,0.75792
56635,Steve Barker,3,0.000105
1279523,Mike Cahill,2,2.9e-05
1213162,Todd Holland,6,0.003773
47275,Lajos Koltai,27,3.2e-05
70103,Fumihiko Sori,11,0.326928
77832,Miles Brandman,3,0
44263,Luis Piedrahita,3,0.000109
44264,Rodrigo Sopeña,2,9.1e-05
72101,Martin Gero,2,0.4
35971,Michael Katleman,3,1e-06
58789,Marc Klein,5,0.00065
81327,David Nerlich,3,0.07056
81328,Andrew Traucki,10,1.1e-05
33045,J. Michael Straczynski,25,1.841147
78106,Sara Barnes,2,3.5e-05
81317,Henry Miller,2,0.12
1776,Francis Ford Coppola,93,1.823984
74626,Dan Reed,13,0.144
32535,Jim Capobianco,6,0
302339,Lance Rivera,5,0.000196
127497,Pearry Reginald Teo,14,1e-06
108214,C.B. Harding,5,0.8
89972,Hajime Kamegaki,10,0.32928
41621,Tony Krantz,8,0.006796
122582,Jake Paltrow,6,0.156
83048,Eric Amadio,5,0.0108
23683,Tony Cervone,16,1.4e-05
91610,Michael Blieden,10,0
87467,Talia Lugacy,1,8e-06
74341,Matt Maiellaro,13,1e-06
74339,Dave Willis,11,0.003064
78626,Franck Vestiel,2,0
83408,John Cosgrove,7,0.000114
42804,Sanjay Leela Bhansali,32,1e-06
40506,Ulrich Seidl,40,0.007468
135931,Brendan Cowles,5,0.032403
135932,Shane Kuhn,5,0.000921
77515,Deborah Kampmeier,5,1.12
78880,Rodrigo Plá,6,0.004304
86166,Beth Schacter,2,0.1668
86662,David Sington,9,0.021017
16908,David McKay,1,0.0576
116801,Michael Addis,7,0.000972
73608,Maurice Devereaux,9,0
39647,Nadia Conners,2,0.56
39648,Leila Conners,10,9e-06
115624,David Flores,6,2.1e-05
200011,David Block,6,0.003289
52413,Jim Strouse,12,2.7e-05
159778,Robert Cuffley,7,5.1e-05
37076,Florian Baxmeyer,13,0
37077,Jan Sebastian Ballhaus,2,3e-06
383088,Fernando Sariñana,19,3e-06
63462,Christopher Duddy,9,1.4e-05
1201903,Toby Ross,14,2e-06
15361,Josef Rusnak,15,1.8e-05
32261,Scott Thomas,7,1.1e-05
92844,Jeff Broadstreet,8,5e-06
240150,Derek Yee Tung-Sing,38,0.213846
1271980,Peter Burger,6,1.8e-05
4786,Richard Attenborough,20,2.313615
439236,Zackary Adler,9,0.015399
89766,Dylan Avery,7,1e-06
59231,Joel David Moore,3,2.047128
26849,Daniel Myrick,19,0.003734
79387,Andrew Prowse,11,0.000612
144293,Luis Cámara,8,1e-06
141814,Nicholas DiBella,9,0
63932,Bert Kish,9,0.006763
82579,Kevin Tenney,26,0.00324
4173,Anthony Hopkins,7,7.56519
51864,Kasi Lemmons,8,0.565328
77042,Michael Simon,9,1e-06
1547181,Florian Anders,2,0
77804,Tommy Reid,11,0.56
77295,Jesse V. Johnson,24,0.078763
87094,Dan Sturman,3,0.029635
564084,Aaron Courseault,3,0.000131
37236,Santosh Sivan,51,0.001009
589084,Glasgow Phillips,4,1.1e-05
83534,Karl DiPelino,3,0
137194,Kevin Deters,12,0.000174
137195,Stevie Wermers,14,0.000946
355686,Matthew Kohnen,2,1e-06
1091339,Michael Gillis,8,0.000318
94159,Kôji Kawano,12,2.2e-05
66564,Harris Goldberg,8,0.001264
94120,Steven Sawalich,1,2e-06
1675937,David Levy,1,0.12
61549,Tripp Reed,14,0.08064
78747,Mani Ratnam,98,0.4
219795,David Brooks,1,0
1221838,Paul Carafotes,2,0.787842
76021,Griff Furst,23,0.001702
21032,David Auburn,6,0.4
91552,S. Shankar,51,0
1981629,Matt Flynn,2,0
64417,Jenő Hódi,14,6.3e-05
77076,Michael Corrente,8,0.000555
102772,C. Roma,1,1e-06
93106,Cathy Garcia-Molina,24,0
77367,George Bessudo,3,0.004536
84040,Tim Hamilton,3,0.000328
71049,Li Yang,8,0.012447
141673,Jason Eisener,18,0.56
76439,Rosser Goodman,3,1.2
88610,John Stronach,2,0
104999,Glenn Standring,7,0.00324
117168,Hank Braxtan,12,1.7e-05
119335,Ataru Oikawa,23,0.021017
87776,Andrew C. Erin,22,0.0576
68381,Thom Eberhardt,21,2.6e-05
1224303,Michael Shapiro,4,0.000372
591410,Norm Hunter,1,0
19509,Jessica Yu,15,0.001918
42205,Jag Mundhra,38,0
70697,Brad Gann,3,0.000282
38790,Adam Ravetch,4,0.52
38791,Sarah Robertson,8,0.021168
87412,Eitan Arrusi,4,0
51656,James Quattrochi,9,4.8e-05
142960,Harvey Frost,20,0.001658
62942,Andrew O'Connor,6,6e-05
77810,Joe Otting,3,0.021168
87183,Mark Young,5,0.8
16802,Achim Bornhak,9,7.4e-05
130750,Peter Askin,9,4e-06
36146,Joseph Merhi,99,0.573242
134878,Kim Bass,8,0.138298
79084,Jeff Rector,3,0.009933
14132,Nicolas Roeg,39,0.000157
81334,Alex Orr,6,4e-06
91452,Amir Bar-Lev,12,0.001905
94675,Mark James,2,0
372216,Phil O'Shea,2,0.012446
1187098,Will Yapp,3,0.036
78497,Scott Prendergast,3,1e-06
1184366,Jennifer Sharp,2,0.009514
22676,Ole Bornedal,24,2.9e-05
55538,Tim Russ,3,0.821661
145221,Joe Menendez,14,0.000337
184483,Allan Harmon,8,0.00112
24346,Roy Allen Smith,11,4.3e-05
43936,Kyle Schickner,6,8e-06
20239,Vincent Pérez,5,1.196204
105976,Jake Kennedy,7,5.2e-05
141965,Barbara Leibovitz,1,1e-05
77869,David Giancola,18,3.1e-05
60438,Michael Landon Jr.,22,1e-06
40607,Peter Scheerer,8,0.000759
40610,Michael Roesch,9,1.7e-05
148557,Uri Barbash,9,0.243981
212678,Robin Sheppard,6,0.57142
1445739,Dominique Wirtschafter,1,0.000101
153367,David Lewis,8,0.004536
85203,Damian Lee,47,0.112657
59975,Michael D. Sellers,11,0.001054
109016,Cary Solomon,11,1e-06
109017,Chuck Konzelman,13,0.000176
229458,Aaron Woolf,6,2e-06
86932,Gary Wheeler,11,2e-06
117498,Oh Ki-hwan,7,0.036
91692,Russell Barnes,6,0.12
117162,Ayton Davis,1,0
44955,Lamberto Bava,60,1.272798
1173935,Jeff Roenning,2,0
23922,Chris Solimine,4,0
1541931,Guy Shalem,3,0.4
1382199,Cathryn Michon,5,0.003734
148710,AJ Kparr,1,0
84303,Dan Gildark,1,0.12
87184,Mark Young,4,0.4
135796,Jay Craven,9,4.9e-05
1094821,Matthew Ogens,9,7e-06
1137217,Scott L. Flynn,1,0
941321,Ivan Nitchev,7,0.4
937402,Jerry LaMothe,9,0.0504
1670361,Catherine Owens,2,0.004212
64735,Rob Hedden,10,0.00047
933691,Jon Gustafsson,3,0.036
77322,Rex Piano,14,6.3e-05
1085258,Frankie Chung,4,0.03485
1123672,Matthew Allen,1,0.4
1021252,Rob Portmann,3,0
1021251,Norbert Caoili,4,0.000239
936622,Michel Poulette,16,0.190523
116438,Maximillion Cooper,6,0.005035
589445,Antonio Hens,7,0.002014
61115,John Ennis,4,1.1e-05
84648,Brent Huff,10,0.002242
102473,Anthony Spadaccini,14,2.8e-05
63621,Kevin Kangas,3,0.01512
1089413,Suroosh Alvi,5,1e-06
1046353,Eddy Moretti,12,0.01512
1046127,Jason Stone,7,0
1092990,Jean Lamoureux,8,3.7e-05
1052642,Stéphane Laporte,2,0.30576
62081,Michael Damian,18,0.000195
1070435,Michael D'Anna,1,0.000123
87274,Les Claypool,3,0.628
1386770,Kevin Higgins,2,0.12
81218,Brendan Foley,6,0.011558
933104,Brandon Sonnier,8,3e-06
1951668,Michael Linn,15,3e-06
108929,Grace Lee,9,0
56097,Alki David,3,0.000496
114004,Noah Buschel,12,0.000658
1343498,Thad Reid,1,0.004536
76927,Tommy Wirkola,17,0.780142
129299,Andrew Wagner,3,0
24517,Frank Zagarino,3,0.02297
93288,Sarah Gavron,4,2e-06
928974,Michael Lazar,2,1e-06
1513832,Caroline Zelder,1,0.001361
964111,Paul Kampf,5,0.00324
1241333,Eric Ledgin,2,0
1184280,Stephen Schneider,2,1e-06
543142,Frédéric D'Amours,6,1.4e-05
444720,Andrés Baiz,6,0.001291
1208675,Greg Osborne,2,1e-05
101104,Eleanor Lindo,8,0.000409
76240,Stephen Tolkin,18,0.035294
589401,Dori Berinstein,7,0.000583
591510,Thanapon Maliwan,5,0.01512
111248,Afdlin Shauki,21,0.0504
84568,Rob Williams,14,2e-06
131853,Shoaib Mansoor,8,0.003048
985192,Larry Silverman,1,0
1103,Bill Duke,18,2.065644
68913,Terence H. Winkless,15,0.048895
31375,George Freeway,11,0.12
1683311,Michael Todd Kuskin,3,0.021168
1563300,Gregory C. Parker,2,0
1563302,Christian Pindar,1,0
449832,Hayley Cloake,3,6.2e-05
63481,Brian Brough,18,3e-06
1296677,B.J. Alexander,3,0.000571
151085,Bo Webb,3,7.3e-05
112786,Derek Westerlund,5,0
1348681,Bruce Scafe,1,0.12
215917,Sekhar Kammula,16,0.0108
116779,Cullen Hoback,9,0.0504
112746,Philippe Caland,9,0.024396
1039178,Mike Akel,3,0.00324
1178550,Allan Harmon,2,0.098784
110922,Donald Wrye,29,0.002699
184927,Mark Jay,1,0.12
231378,York Shackleton,1,0.000972
1058162,Alec Tuckman,4,0.0108
1296991,Brian Cox,8,0.163208
1058105,Giovanni Morricone,3,0.12
97612,Ivan Zuccon,22,0.08064
117075,Henry Jaglom,32,0.019724
135782,Jeff Brookshire,1,0
1324587,Tomoyuki Kurokawa,8,0.000972
567584,Larysa Fenyn,1,0.07056
135468,Juan Pablo Buscarini,10,1.6e-05
1083384,Jeff Burton,6,0
40304,Jacques Nolot,4,4e-06
116836,David Padrusch,1,0
24559,Santiago Otheguy,6,8e-06
1281245,Pip Gilmour,1,0
436081,Sean Fine,6,0
220518,Andrea Nix,5,0
99501,Phillip Guzman,8,1.1e-05
51932,Neill Fearnley,26,0.008598
931190,Helen Hood Scheer,8,0
1730920,Shinya Kawamo,7,0.12
106079,Jeff Thomas,4,0.000172
942734,Karl Kozak,5,0.004504
1127309,U. Wolfgang Wagenknecht,1,3.7e-05
262636,Andrew Shea,10,0.52
229750,Elizabeth Harrison,2,0
1340799,Gary Hertz,1,0.000379
106970,Dick Carruthers,17,1e-06
1681344,Tomoaki Ohta,2,1.1e-05
123480,Patrick McBrearty,5,0.072
1193955,Tonchy Antezana,2,0.027518
1285475,Eric Cochran,3,2e-06
1276454,Adriana Barbaro,1,0.002667
223418,Jeremy Earp,9,0.036
115584,Richard Boddington,6,0
549527,Samm Styles,1,0
87379,Rob VanAlkemade,3,0.004536
21701,Mauro Borrelli,11,0.4
1157321,Tony Austin,1,0
1157322,Hakim Khalfani,3,0
1144926,Patrick Spohrer,2,0
1188970,Henry Cora,1,0
230746,Rick Caine,2,0.036
230745,Debbie Melnyk ,1,7e-06
229298,Jamie Morgan,1,0.01512
1778765,John Grant,4,0.004212
1151278,Brad Leong,2,0
935180,Casey Kelly,1,0
983547,Chris Eska,6,0.008891
544642,K. Ryan Jones,1,0
115589,Andy Signore,3,0.001905
128383,Bernadine Santistevan,1,4e-06
1394988,Dominic Lees,2,0.52
959211,Michèle Ohayon,9,1e-06
122366,Andrew Cymek,14,0.077918
1160051,Javier 'Fox' Patrón,5,0.00112
1139399,Sara Lamm,6,1e-06
1087885,Andrew Kukura,1,0.4
1087887,Jenny Phillips,2,0.001361
666659,Matthew Bonifacio,4,0.000258
552295,W. Tray White,3,0.022652
1749001,Jason Carvey,1,0.004212
77963,Howard Himelstein,4,2e-06
1295646,Stephan Poulle,1,0.011557
1295645,Nicolas Koutsikas,2,0.53104
82996,Milton Lage,12,1e-06
1058151,Robert Archer Lynn,5,1.1e-05
231094,Brad Wiebe,5,0
1039218,Devin Dehaven,8,1e-06
